record_id,title,journal,year,final_evidence_class,statistic_type,statistic_snippet
PVA-0130,From raw audio to structure: an agent-based pipeline that boosts medical LLM performance.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,96.9%
PVA-0130,From raw audio to structure: an agent-based pipeline that boosts medical LLM performance.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,88.6%
PVA-0130,From raw audio to structure: an agent-based pipeline that boosts medical LLM performance.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,92.7%
PVA-0130,From raw audio to structure: an agent-based pipeline that boosts medical LLM performance.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,47.6%
PVA-0132,Large Language Model Chatbot Conversations vs Public Health Materials and Parental HPV Vaccination Intentions: A Randomized Clinical Trial.,JAMA network open,2026,core_pediatric_evidence,confidence_interval,"Compared with no intervention, public health materials increased immediate vaccination intent (Cohen d = 0.53; 95% CI, 0.36-0.70), as did the default chatbot (d = 0.48; 95% CI, 0.30-0.65) and conversational chatbot (d = 0.33; 95% CI, 0.17-0.49)."
PVA-0132,Large Language Model Chatbot Conversations vs Public Health Materials and Parental HPV Vaccination Intentions: A Randomized Clinical Trial.,JAMA network open,2026,core_pediatric_evidence,percentage,72.1%
PVA-0132,Large Language Model Chatbot Conversations vs Public Health Materials and Parental HPV Vaccination Intentions: A Randomized Clinical Trial.,JAMA network open,2026,core_pediatric_evidence,percentage,95%
PVA-0138,EyeRAG: graph retrieval-augmented generation for safe and accurate clinical dialogue in ophthalmology.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,3.3%
PVA-0138,EyeRAG: graph retrieval-augmented generation for safe and accurate clinical dialogue in ophthalmology.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,30%
PVA-0154,Clinical outcomes and reporting quality of large language model interventions in practice: a systematic evidence map.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,65.5%
PVA-0154,Clinical outcomes and reporting quality of large language model interventions in practice: a systematic evidence map.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,78.8%
PVA-0159,AI for predicting exacerbations in KIDs with asthma (AIRE-KIDS).,NPJ digital medicine,2026,core_pediatric_evidence,auc_auroc,"AUC and F1 scores, with SHAP values identifying key predictors"
PVA-0159,AI for predicting exacerbations in KIDs with asthma (AIRE-KIDS).,NPJ digital medicine,2026,core_pediatric_evidence,auc_auroc,AUC 0
PVA-0159,AI for predicting exacerbations in KIDs with asthma (AIRE-KIDS).,NPJ digital medicine,2026,core_pediatric_evidence,sample_size,N = 271
PVA-0159,AI for predicting exacerbations in KIDs with asthma (AIRE-KIDS).,NPJ digital medicine,2026,core_pediatric_evidence,sample_size,N = 123
PVA-0162,AI Chatbot Use and Disclosure for Mental Health Among US Adolescents and Young Adults.,JAMA pediatrics,2026,core_pediatric_evidence,confidence_interval,"Use of an AI chatbot for mental health advice was more common among females compared with males (adjusted odds ratio [aOR], 2.10; 95% CI, 1.36-3.23), respondents aged 18 to 21 years compared with respondents aged 12 to 14 years (aOR, 3.65; 95% CI, 1.98-6.74), and those who had spoken with a physician about their mental health in the prior 6 months compared with those who had not (aOR, 1.89; 95% CI, 1.18-3.03)."
PVA-0162,AI Chatbot Use and Disclosure for Mental Health Among US Adolescents and Young Adults.,JAMA pediatrics,2026,core_pediatric_evidence,percentage,50.0%
PVA-0162,AI Chatbot Use and Disclosure for Mental Health Among US Adolescents and Young Adults.,JAMA pediatrics,2026,core_pediatric_evidence,percentage,19.2%
PVA-0162,AI Chatbot Use and Disclosure for Mental Health Among US Adolescents and Young Adults.,JAMA pediatrics,2026,core_pediatric_evidence,percentage,42.8%
PVA-0162,AI Chatbot Use and Disclosure for Mental Health Among US Adolescents and Young Adults.,JAMA pediatrics,2026,core_pediatric_evidence,percentage,91.7%
PVA-0162,AI Chatbot Use and Disclosure for Mental Health Among US Adolescents and Young Adults.,JAMA pediatrics,2026,core_pediatric_evidence,percentage,63.3%
PVA-0162,AI Chatbot Use and Disclosure for Mental Health Among US Adolescents and Young Adults.,JAMA pediatrics,2026,core_pediatric_evidence,percentage,95%
PVA-0162,AI Chatbot Use and Disclosure for Mental Health Among US Adolescents and Young Adults.,JAMA pediatrics,2026,core_pediatric_evidence,sample_size,n = 8 207 180
PVA-0179,Artificial intelligence analysis of temporalis muscle thickness for monitoring sarcopenia and clinical outcomes in individuals with paediatric brain tumours: a retrospective cohort study.,The Lancet. Digital health,2026,core_pediatric_evidence,percentage,73%
PVA-0179,Artificial intelligence analysis of temporalis muscle thickness for monitoring sarcopenia and clinical outcomes in individuals with paediatric brain tumours: a retrospective cohort study.,The Lancet. Digital health,2026,core_pediatric_evidence,percentage,29%
PVA-0179,Artificial intelligence analysis of temporalis muscle thickness for monitoring sarcopenia and clinical outcomes in individuals with paediatric brain tumours: a retrospective cohort study.,The Lancet. Digital health,2026,core_pediatric_evidence,percentage,4%
PVA-0179,Artificial intelligence analysis of temporalis muscle thickness for monitoring sarcopenia and clinical outcomes in individuals with paediatric brain tumours: a retrospective cohort study.,The Lancet. Digital health,2026,core_pediatric_evidence,percentage,8%
PVA-0209,Integrating speech biomarkers and large language models for adolescent suicide risk detection with mobile application for real-world evaluation.,Cell reports. Medicine,2026,core_pediatric_evidence,sample_size,"n = 1,223"
PVA-0209,Integrating speech biomarkers and large language models for adolescent suicide risk detection with mobile application for real-world evaluation.,Cell reports. Medicine,2026,core_pediatric_evidence,sample_size,n = 460
PVA-0211,Leveraging computerized adaptive testing for cost-effective evaluation of large language models in medical benchmarking.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,1.3%
PVA-0212,"Effects of large language model-generated, patient-oriented discharge summaries on patient activation: a single-centre, single-blind, randomised controlled trial in Germany.",The Lancet. Digital health,2026,core_pediatric_evidence,confidence_interval,"At discharge, the intervention group had significantly higher PAM-13 scores than controls (Hodges-Lehmann median of differences 9·6 points [95% CI 4·3-15·1], p=0·0009)."
PVA-0212,"Effects of large language model-generated, patient-oriented discharge summaries on patient activation: a single-centre, single-blind, randomised controlled trial in Germany.",The Lancet. Digital health,2026,core_pediatric_evidence,percentage,53%
PVA-0212,"Effects of large language model-generated, patient-oriented discharge summaries on patient activation: a single-centre, single-blind, randomised controlled trial in Germany.",The Lancet. Digital health,2026,core_pediatric_evidence,percentage,45%
PVA-0212,"Effects of large language model-generated, patient-oriented discharge summaries on patient activation: a single-centre, single-blind, randomised controlled trial in Germany.",The Lancet. Digital health,2026,core_pediatric_evidence,percentage,2%
PVA-0212,"Effects of large language model-generated, patient-oriented discharge summaries on patient activation: a single-centre, single-blind, randomised controlled trial in Germany.",The Lancet. Digital health,2026,core_pediatric_evidence,percentage,95%
PVA-0233,Molecular alterations prediction in gliomas via an interpretable deep learning model: a multicentre and retrospective study.,The Lancet. Digital health,2026,core_foundational_transferable_evidence,confidence_interval,"FINDINGS: The GMAP reached AUROCs of 0·939 (95% CI 0·865-0·993) for isocitrate dehydrogenase (IDH), 0·955 (0·898-0·992) for the co-deletion of chromosome arms 1p and 19q (1p/19q co-deletion), 0·944 (0·849-1·000) for telomerase reverse transcriptase (TERT), and 0·886 (0·802-0·955) for chromosome 7 gain and chromosome 10 loss (+7/-10) on the internal test set, respectively."
PVA-0233,Molecular alterations prediction in gliomas via an interpretable deep learning model: a multicentre and retrospective study.,The Lancet. Digital health,2026,core_foundational_transferable_evidence,confidence_interval,"In the grouped external validation set, the AUROCs was 0·870 (95% CI 0·857-0·883) for IDH, 0·885 (0·865-0·905) for 1p/19q co-deletion, 0·694 (0·665-0·724) for TERT, and 0·672 (0·615-0·727) for +7/-10."
PVA-0233,Molecular alterations prediction in gliomas via an interpretable deep learning model: a multicentre and retrospective study.,The Lancet. Digital health,2026,core_foundational_transferable_evidence,auc_auroc,"area under the receiver operating curve (AUROC), accuracy, sensitivity, specificity, and F1 score, with probabilities ag"
PVA-0233,Molecular alterations prediction in gliomas via an interpretable deep learning model: a multicentre and retrospective study.,The Lancet. Digital health,2026,core_foundational_transferable_evidence,auc_auroc,"AUROCs of 0·939 (95% CI 0·865-0·993) for isocitrate dehydrogenase (IDH), 0·955 (0·898"
PVA-0233,Molecular alterations prediction in gliomas via an interpretable deep learning model: a multicentre and retrospective study.,The Lancet. Digital health,2026,core_foundational_transferable_evidence,auc_auroc,"AUROCs was 0·870 (95% CI 0·857-0·883) for IDH, 0·885 (0·865-0·905) for 1p/19q co-dele"
PVA-0233,Molecular alterations prediction in gliomas via an interpretable deep learning model: a multicentre and retrospective study.,The Lancet. Digital health,2026,core_foundational_transferable_evidence,percentage,95%
PVA-0239,"RESPECT: a conversational AI system for informed consent with accuracy, safety, and stakeholder-centered evaluation.",NPJ digital medicine,2026,core_foundational_transferable_evidence,auc_auroc,AUC curves
PVA-0247,Physician-Reported Safety Outcomes of AI-Generated Hospital Course Summaries.,JAMA network open,2026,core_foundational_transferable_evidence,confidence_interval,"Mean physician burnout scores decreased significantly from before to after the intervention (1.75; 95% CI, 1.16-2.34 vs 1.20; 95% CI, 0.71-1.69; P = .03)."
PVA-0247,Physician-Reported Safety Outcomes of AI-Generated Hospital Course Summaries.,JAMA network open,2026,core_foundational_transferable_evidence,confidence_interval,"Time savings were heterogeneous, with 5 of 7 physicians with matched baseline data (71.4%) seeing reductions in median documentation time; changes from baseline to pilot were up to 2.9 minutes, which was a nonsignificant difference (10.7 minutes; 95% CI, 7.4-13.3 minutes vs 7.8 minutes; 95% CI, 5.1-11.7 minutes; P = .13)."
PVA-0247,Physician-Reported Safety Outcomes of AI-Generated Hospital Course Summaries.,JAMA network open,2026,core_foundational_transferable_evidence,p_value,P = .03
PVA-0247,Physician-Reported Safety Outcomes of AI-Generated Hospital Course Summaries.,JAMA network open,2026,core_foundational_transferable_evidence,p_value,P = .13
PVA-0247,Physician-Reported Safety Outcomes of AI-Generated Hospital Course Summaries.,JAMA network open,2026,core_foundational_transferable_evidence,percentage,57.0%
PVA-0247,Physician-Reported Safety Outcomes of AI-Generated Hospital Course Summaries.,JAMA network open,2026,core_foundational_transferable_evidence,percentage,40.2%
PVA-0247,Physician-Reported Safety Outcomes of AI-Generated Hospital Course Summaries.,JAMA network open,2026,core_foundational_transferable_evidence,percentage,7.3%
PVA-0247,Physician-Reported Safety Outcomes of AI-Generated Hospital Course Summaries.,JAMA network open,2026,core_foundational_transferable_evidence,percentage,25.0%
PVA-0247,Physician-Reported Safety Outcomes of AI-Generated Hospital Course Summaries.,JAMA network open,2026,core_foundational_transferable_evidence,percentage,20.0%
PVA-0247,Physician-Reported Safety Outcomes of AI-Generated Hospital Course Summaries.,JAMA network open,2026,core_foundational_transferable_evidence,percentage,2.0%
PVA-0247,Physician-Reported Safety Outcomes of AI-Generated Hospital Course Summaries.,JAMA network open,2026,core_foundational_transferable_evidence,percentage,88.0%
PVA-0247,Physician-Reported Safety Outcomes of AI-Generated Hospital Course Summaries.,JAMA network open,2026,core_foundational_transferable_evidence,percentage,1.0%
PVA-0247,Physician-Reported Safety Outcomes of AI-Generated Hospital Course Summaries.,JAMA network open,2026,core_foundational_transferable_evidence,event_count_of_total,88 of 219
PVA-0247,Physician-Reported Safety Outcomes of AI-Generated Hospital Course Summaries.,JAMA network open,2026,core_foundational_transferable_evidence,event_count_of_total,12 of 165
PVA-0247,Physician-Reported Safety Outcomes of AI-Generated Hospital Course Summaries.,JAMA network open,2026,core_foundational_transferable_evidence,event_count_of_total,5 of 7
PVA-0256,"A qualitative interview study investigating patient, health professional, and developer perspectives on real-world implementation of patient-centered AI systems.",NPJ digital medicine,2026,core_foundational_transferable_evidence,sample_size,n = 18
PVA-0256,"A qualitative interview study investigating patient, health professional, and developer perspectives on real-world implementation of patient-centered AI systems.",NPJ digital medicine,2026,core_foundational_transferable_evidence,sample_size,n = 8
PVA-0258,Evaluating large language models for pharmacotherapy simulations: a mixed-methods study.,NPJ digital medicine,2026,core_foundational_transferable_evidence,p_value,p = 0.031
PVA-0258,Evaluating large language models for pharmacotherapy simulations: a mixed-methods study.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,51.5%
PVA-0258,Evaluating large language models for pharmacotherapy simulations: a mixed-methods study.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,58.3%
PVA-0258,Evaluating large language models for pharmacotherapy simulations: a mixed-methods study.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,81.6%
PVA-0258,Evaluating large language models for pharmacotherapy simulations: a mixed-methods study.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,82.5%
PVA-0258,Evaluating large language models for pharmacotherapy simulations: a mixed-methods study.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,62.3%
PVA-0258,Evaluating large language models for pharmacotherapy simulations: a mixed-methods study.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,40.0%
PVA-0258,Evaluating large language models for pharmacotherapy simulations: a mixed-methods study.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,34.5%
PVA-0258,Evaluating large language models for pharmacotherapy simulations: a mixed-methods study.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,62.1%
PVA-0258,Evaluating large language models for pharmacotherapy simulations: a mixed-methods study.,NPJ digital medicine,2026,core_foundational_transferable_evidence,sample_size,n = 104
PVA-0268,OncoPT: long-context transformer models for in hospital tumor phenotype extraction from pathology reports.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,30%
PVA-0278,Improving access to essential medicines via decision-aware machine learning.,Nature,2026,core_pediatric_evidence,percentage,19%
PVA-0288,AgentClinic: a multimodal benchmark for tool-using clinical AI agents.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,92%
PVA-0289,Hyper-RAG: combating LLM hallucinations using hypergraph-driven retrieval-augmented generation.,Nature communications,2026,core_foundational_transferable_evidence,percentage,12.3%
PVA-0289,Hyper-RAG: combating LLM hallucinations using hypergraph-driven retrieval-augmented generation.,Nature communications,2026,core_foundational_transferable_evidence,percentage,6.3%
PVA-0289,Hyper-RAG: combating LLM hallucinations using hypergraph-driven retrieval-augmented generation.,Nature communications,2026,core_foundational_transferable_evidence,percentage,6.0%
PVA-0289,Hyper-RAG: combating LLM hallucinations using hypergraph-driven retrieval-augmented generation.,Nature communications,2026,core_foundational_transferable_evidence,percentage,35.5%
PVA-0289,Hyper-RAG: combating LLM hallucinations using hypergraph-driven retrieval-augmented generation.,Nature communications,2026,core_foundational_transferable_evidence,percentage,3.3%
PVA-0291,Symptom-Based Dosing for Neonatal Opioid Withdrawal: The OPTimize NOW Randomized Clinical Trial.,JAMA,2026,core_pediatric_evidence,confidence_interval,"The mean time to medical readiness for discharge was significantly shorter in the symptom-based dosing group compared with the scheduled opioid taper group (9.18 vs 11.61 days; adjusted mean ratio [aMR], 0.79 [95% CI, 0.65-0.96])."
PVA-0291,Symptom-Based Dosing for Neonatal Opioid Withdrawal: The OPTimize NOW Randomized Clinical Trial.,JAMA,2026,core_pediatric_evidence,confidence_interval,"There was no difference in the risk for initiation of pharmacologic treatment (0.4 vs 0.41; adjusted risk ratio, 0.99 [95% CI, 0.77-1.27]) or length of stay (10.91 vs 12.09 days; aMR, 0.9 [95% CI, 0.72-1.13]) between groups."
